Package name,Reviewer name,Review,Rating
com.gymaholic.training,A Google user,"I have just downloaded the app and were super exited, but now the app dosen't open it's stopping the whole time. What the hell guys is this the best you can do?",1
com.gymaholic.training,A Google user,Installed app this morning...error occurred signing in with Facebook. I've uninstalled it....failed at the first hurdle isnt a good sign. 1.10.2019...just tried again. Failed to log in with Facebook...uninstalled again....this isnt working is it.....,1
com.gymaholic.training,A Google user,So good! Everything I ever wanted from an app to help me work out optimally. By far superior to everything I used before. Haven't had any technical issues that others reported so looks like it was fixed.,5
com.gymaholic.training,A Google user,"Good app, no problems so far.",4
com.gymaholic.training,A Google user,This app keeps throwing me out. not able to even see the plan,1
com.gymaholic.training,A Google user,Can you fix the birthday toggle. I had to hit the back button on calender... Well... For a while to find my birthday.,4
com.gymaholic.training,A Google user,Am not even able to open it. It is crashing with the opening screen.,1
com.gymaholic.training,A Google user,"tried to download this and couldn't even open it, kept force crashing.",1
com.gymaholic.training,A Google user,Great fitness app for a beginner like me. Thank you for all these workouts I can do at home.,5
com.gymaholic.training,A Google user,much better!,5
com.gymaholic.training,A Google user,"Love this app, the work outs and plans and the interface. It has some glitches and issues after a patch but I contacted support they reverted to an earlier version and got it working again. Support was extremely helpful and even sent me the workout I was supposed to do on a day when I couldn't access the app. I would give it 5 stars if it worked all the time as intended but it's my favorite work out planning app for sure.",4
com.gymaholic.training,A Google user,"This app really is great! It makes going to the gym so much less stressful because I don't have to make my own plans. The app stopped working one day so I made a comment on here, and they had it fixed within a day!",5
com.gymaholic.training,A Google user,Force closes at splashscreen.,1
com.gymaholic.training,A Google user,I was super keen to try it but as soon I downloaded it it seemed to just keep glitching. I keep having to close the app and re open it.,3
com.gymaholic.training,A Google user,Intuitive and easy to follow! Keeps me accountable without having to put in excessive effort into tracking my workouts or having to follow complicated routines. The layout is also super minimalistic.,5
com.gymaholic.training,A Google user,continued to crash or restart. could not even try it out. was looking forward to it.,1
com.gymaholic.training,A Google user,I was excited to try it out but it keep crashing to the point I can even get anywhere .,1
com.gymaholic.training,A Google user,"Super easy to use, good workout options for any level of experience from beginner to advanced!",5
com.gymaholic.training,A Google user,"This is a great fitness app to keep track of all my workouts. There are so many plans and exercises to choose from - it's perfect for anyone at any fitness level. Simple and easy to use, just how I like it!",5
com.gymaholic.training,A Google user,"The best workout app I have ever tried. You can create plans, workouts and edit them with ease. I also like the design, it's clean. Keep up the good work!",5
