Package name,Reviewer name,Review,Rating
com.bodybuilding.rise,Jesse Olivarez,5/5,5
com.bodybuilding.rise,Joe Schwehr,"Recent issues have made this app a lot worse than it used to be. I've used this app for years but a few months ago started having problems. There were days when you couldn't log in at all. Unusable. Then there was a bug when switching to a different app during workouts. And the bodybuilding app would lose track of what exercise you are. And you have to start all over. Now they have tones indicating the rest period has ended, but this stops my music EVERY SET. STOP BREAKING YOUR APP!!!!!!!",1
com.bodybuilding.rise,Brad Kaufman,The app now pauses my Amazon music when the workout timer goes off. Please fix.,4
com.bodybuilding.rise,Nikki,"Installed originally 3 years ago, then switched to a different program. Just re-installed and it's way better, loving it!",5
com.bodybuilding.rise,Everett Sowash,Just started a great app to use very simple and easy too follow,5
com.bodybuilding.rise,Cris Santos,Need more updated exercises,2
com.bodybuilding.rise,Felipe Socheuk,"It's a great app, however I can't login anymore, sent an email regarding this isse but got no answer. When I login into my account on the app, it says Subscription on Hold, but when I go to the Play Store there's nothing there. I had cancelled the subscription about a year ago and now I can't use it. Can't even buy another plan, it gives me Transaction Declined. Edit: Impressive how I still can't login, getting these errors, and bought other stuff in another app and went OK.",2
com.bodybuilding.rise,Joshua Noriega,Explosive,5
com.bodybuilding.rise,Rusty Davis,"It would be a 5 star but it lacks a lot of useful tools that limit it from its full potential. At $6.99 a month its 3 star, but at $9.99 there is a lot to be desired. For the workout plans that cut or bulk it would be awesome to have a way of tracking macros/calories on each day of the plan so you could have all the tools you need in one app.",2
com.bodybuilding.rise,Billy Clayton,The workouts are well worth it. It's clear defined exercises with video examples. Almost done with my first basic 12 wk workout and looking forward to moving up to a more advanced course.,5
com.bodybuilding.rise,Scott Beaudin,"Videos often cut out, and I wish I could make better personal notes, but you get a lot of workouts and there's enough to keep you active for a long time. EDIT: Minus 1 star because the app is incessantly asking me to rate it, even though I already have. Also, if I go into another app (check socials in between sets, for example) the app has to reboot when I go back to it and I lose my timers, etc.",2
com.bodybuilding.rise,Knobbe family1,Great app,5
com.bodybuilding.rise,S Martinez,"Letters and numbers are missing in every article making it difficult to read the articles within the app. Originally, it worked very well but I'm downgrading the rating to a 3 star, it would be a 5 star otherwise.",3
com.bodybuilding.rise,Michael Wall,Educational,5
com.bodybuilding.rise,Gatis Praude,Great app! Never had any issues 👌,5
com.bodybuilding.rise,Jeff Zavatsky,Worth it,5
com.bodybuilding.rise,Ambitious Coruscating,Great app,5
com.bodybuilding.rise,Jason Wright,Was such a good app until I had to start paying to even use it😔,2
com.bodybuilding.rise,Nathan Hansen,Great app. Useful timers and exercise how-to's. Big complaint is that the history feature doesn't work for most supersets or exercises that involve switching sides (e.g. single arm or leg). I've also seen the history get lost or transfer to another similar exercise (when I've never done the new exercise before).,3
com.bodybuilding.rise,Blake Howard,"App was working perfectly before this last update. Now when I go into the track exercise or into a workout the weights and sets do not properly show and half of the words/information is cut off. Tech support stated the problem is fixed, yet it is not fixed as of 2/22/23",1
com.bodybuilding.rise,DIMO STACKS,Useful app minus the expensive subscription,4
com.bodybuilding.rise,Lennon Stonebraker,Gethin is a beast. Great programming.,5
com.bodybuilding.rise,Teddy R.,Would be better if it isn't close itself when switching to other app sometimes,4
com.bodybuilding.rise,Athena Robichaud,Lots of options for beginners and intermediate. Don't know about expert cuz I'm not one 😆,5
com.bodybuilding.rise,Erasmo Vela IV,"Crashes from time to time, needs more workout programs for No Equipment/limited equipment. Add option to hear workout without the music. Show what weight the instructor is using for a baseline to start from.",3
com.bodybuilding.rise,Lennon Crow,Great weight lifting app,5
com.bodybuilding.rise,Brandon Banton,APP was working fine after update in January but now February update tells me I have to update my payment and I was paying 2 separate payment for the same app,1
com.bodybuilding.rise,Maria Burce,"Over the course of many years this app has helped me get in shape. It's easy to follow. And it spares me the anxiety of not knowing what weights to pick up to train. I especially like that I can go in and out of the gym in a timely matter, if I stick to the plan. It's like having your own personal trainer. Thank you Lee Labrada!!",5
com.bodybuilding.rise,Tim Henderson,Too expensive. Was great for $5.99 then the rate went up. I contacted support asking if they could honor the rare I had because they also stopped carrying my protein brand and products have been starting to drop off. Response I got was instructions to cancel.,1
com.bodybuilding.rise,Hiten Joshi,The app is good except after the recent update it crashes on connecting with wifi,5
com.bodybuilding.rise,A. Williams-McCray (DK),Great but glitches,3
com.bodybuilding.rise,Andrew DeLacy,Loses info and wont load properly for months at a time. Raised price by 40$ before i could cancel reoccuring charge,1
com.bodybuilding.rise,Ambre Gejer,I'm not a fan of the functionality of the workout tracking function. Only the first set has a rest timer built in. Reviewing the movement technique videos is also not possible while in the tracking function.,3
com.bodybuilding.rise,Penny Luke,"Especially love Hanna Eden. The app does glitch every so often, but I persevere.",5
com.bodybuilding.rise,Ward Melenich,There should be a timer for between exercises. It just has a rest timer between sets. A sound to let you know when the timer is up would be great.,4
com.bodybuilding.rise,Tim Schoonover,"Overall I like the format and functionality. I wish that they would develop the sets a bit more. Often they will ask you to do drop sets but the app doesn't handle that. If a piece of equipment isn't availy, it won't let you replace with something similar, which their free version does.",4
com.bodybuilding.rise,Martha Bejarano,Programs are awesome. The constant restarting during workouts is annoying AF.,2
com.bodybuilding.rise,G Linares,Detailed and organized,5
com.bodybuilding.rise,Fabian Torres,App keeps closing when rest timer is active and I switch to a different app (i.e. text or music app) and switch back. Been doing this since everyone was kicked off app and wouldn't log anyone back in,2
com.bodybuilding.rise,K Castaneda,First time a video workout keeps my attention for more than 2-3 days and keeps me looking forward to the next day! Very excited I found this app.,5
com.bodybuilding.rise,David D Riley,Liv3 it,5
com.bodybuilding.rise,matt gould,It's OK. I don't like how it tracks your workout progress sometimes and don't others! How am I suppose to make progress when it doesn't keep track of my reps or weight the next time I do the same routine? I've been doing Blue print to mass and on my chest/ back next routine it's a blank page I gotta fill from scratch.. That's butt bro.,3
com.bodybuilding.rise,Elliot Mitchell,They've fixed the app quickly and it's my go to every day. Great stuff,5
com.bodybuilding.rise,Jamie Manning,I love the app definitely helps me reach my goals and has great routines. But it has a lot of server issues sometimes its down for days.,4
com.bodybuilding.rise,Nicholas Birchler,Good work out flow and tracking.,5
com.bodybuilding.rise,AhmadWali Hashimi,Love it pretty clean and understandable.,5
com.bodybuilding.rise,jeffrey chastain,I love it,5
com.bodybuilding.rise,Robert Webster,App not letting me sign in,2
com.bodybuilding.rise,Vincent Manieri,"Horrible. This app used to be awesome, but now it crashes every time I navigate to another app. When I reenter Body Fit, it crashes every time. PLEASE FIX Edit 1/16: The new update fixed it. Reinstalled and the problem doesn't happen anymore. Stars have been changed. Thanks!",5
com.bodybuilding.rise,Corey Wills,Helped me break through my bench press plateau I had been struggling with for years.,5
com.bodybuilding.rise,Fady Erian,"Edit: Now that the issue is resolved, the app is working perfectly fine. It was amazing until it stopped working. Between sets, if the phone is not showing the app and opened, the app will turn off on its own. And sometimes it will lose your whole training done during the day. That needs to be fixed or I might be looking for another app.",5
com.bodybuilding.rise,Jose Manuel,5/5 update did not work. Still crashes. + can we please see the history of super sets? 4/4 can we please please please Edit super sets 3/3 error saving workout again on a different program. I keep giving you chances and you keep disappointing. E 2/2 haven't been able to log in today. Time to try another app. 1/2Can't save workouts 1/1 error saving workout,1
com.bodybuilding.rise,Pepe san,"Thank you, it is fixed!!!",5
com.bodybuilding.rise,jon roberts,No new workout plans ever,1
com.bodybuilding.rise,Oren Bernhart,Keeps crashing desite reseting phone and updating app etc Edit: fixed by developers atlfter review,5
com.bodybuilding.rise,Ryan R,Devs often take weeks to fix major bugs.,1
com.bodybuilding.rise,Crist Cuffee,The app currently crashes a lot and if I exit it I have to restart the app and then continue my workout. The app has great routines at a great price but the interface needs a lot of work for the actual tracking portion. I give it 3 out of 5 for that reason. If this is updated I would gladly write a new review.,3
com.bodybuilding.rise,Anthony Washington,Great app,5
com.bodybuilding.rise,robert fontenot,The app keeps abruptly closing,1
com.bodybuilding.rise,Teva Gallet,Ah used to be kinda glitchy and now it constantly crashes when I lock my phone.. I've figured a way around it (sometimes) that it only seems to crash most of the time when I lock my phone during the rest time countdown. If you cancel the countdown then it won't crash...as often...... hope this helps everyone else experiencing this issue. Hope the fix it soon!,4
com.bodybuilding.rise,powa777,"Good app but lot of glinches, in my case, once im browsing other apps and then back to the bodyFit app, all my progress reset. I followed the troubleshooting, uninstalled re-installed change passwprd. I still have the same issue..😢😢😢",3
com.bodybuilding.rise,Whitney Robare,"Content good, but crashes often. Does not play well when switching between apps. Will continue to use in hopes of improvement.",3
com.bodybuilding.rise,Bill McCune,"Since the last update the app crashes entirely any time my phone screen times out and goes dark. UPDATE: Tech support was quick to build an update that corrected the problem, now fully functional and the best gym app out there for building lifting routines and tracking your progress.",5
com.bodybuilding.rise,Gary Thomson,"I've been using this app since 2017, I think that speaks for itself.",5
com.bodybuilding.rise,John Brown Jr.,It works pretty well. I wish the cardio timer was unlimited. It only allows you to add 60 minutes for some reason.,3
com.bodybuilding.rise,This Guy,Love this app. But this app crashing repeatedly is the most annoying thing in the world. You guys need to send out a hot fix ASAP. This is ridiculous. Update: you guys fixed the app before my next workout so I couldn't be happier. I was fully prepared to switch over to notebook.,5
com.bodybuilding.rise,David Swatosh,Constant crashing while in the middle of tracking a workout. Very frustrating! Especially for a paid app. Better of using BodySpace.,1
com.bodybuilding.rise,Nick Damato,After update app still crashes just not as frequently.,3
com.bodybuilding.rise,felipe ortiz,Work outs are great but app keeps stopping on the middle of the workout I'm on test period and thinking no to go thru with it if keep doing it,3
com.bodybuilding.rise,Michael Brunick,"Updating my review since the developer team fixed the bug that u originally rated on. Generally enjoy the app, and it's gui. The only additional update I would recommend is being able to see the history of lifts that are linked together in supersets.",5
com.bodybuilding.rise,Miguel Hernandez,The last update broke the timer functionality whenever the app is in the background. I have contacted the developer but got no response. Will update my review whenever this is fixed. Edit: The bug has been fixed and now the app works as expected.,5
com.bodybuilding.rise,Manuel Tapia,Love the app except for the fact it crashes every time my screen locks during a set or I change windows so I have to continuously keep my screen open to not lose my day's data/timer. I would more than likely rate 5 stars if it wasn't for this annoyance.,3
com.bodybuilding.rise,rohan tiwari,Have been subscribed and using the app for a few years now. Had absolutely no issues until recently. Workouts come with a rest timer that pings once the rest is over. Recently the app has started crashing if you use the rest timer. It would crash as soon as the phone screen goes off. Highly inconvenient. Hopefully it's a temporary issue. Update: issue fixed after a recent update.,5
com.bodybuilding.rise,Jeff Balascak,App crashes every time you lock your phone,1
com.bodybuilding.rise,Salomon Baeza,"It keeps closing and kicking me out please fiztor I'll be forced yo stop subscription Update. Don't let the timer run and it seems to work. Just press ""x"" on it",1
com.bodybuilding.rise,AbdulRahim AlGhamdi,That is something really good,5
com.bodybuilding.rise,Kurtland “Pool Boy” Keeter,Loving the app!,5
com.bodybuilding.rise,Julian Sanchez,Keeps crashing,1
com.bodybuilding.rise,Lloyd Thomas,Great experience so far.,5
com.bodybuilding.rise,Colin Taylor,"Thought there would be nutrition logging in this too, but so far so good. Out of shape 34 y.o. signed up for the next 6 weeks of garage gains!",4
com.bodybuilding.rise,Will Green,"Constant crashing and loss of logged workout. Frequently logged out of the app. Log back in and poof your workout for the day that you were in the middle of tracking is zeroed out. App crashes 30+ times in an hour and a half workout session. Every time you switch apps, set phone down, or do anything else the app crashes and you need to go back into the app, it asks me to continue logging, hit yes, and most of the workout is still in place... Until it crashes and logs you out and you lose it all",1
com.bodybuilding.rise,Utkarsh Jain,The app crashes everytime I lock the phone. This makes the app unusable.,2
com.bodybuilding.rise,Jorel Ferguson,The app keeps restarting if you jump to another app which is really annoying. The also has frequently experience server issues which delays you workout which make you not want to use the app. It would be great if these things wouldn't happen,3
com.bodybuilding.rise,Kyle Koppenhoefer,"Recently, the app has started crashes 20 or 30 times during a 1 hour workout.",1
com.bodybuilding.rise,Eric Lemmon,Good for following their programs and logging workouts. Would be the best fitness app available if it connected to heart rate monitors and especially fitness hubs like Google Fit.,4
com.bodybuilding.rise,Luke Jaynes,Crashes everytime the phone screen turns off when the rest timer is going.,1
com.bodybuilding.rise,Anthony Gale,"Since the latest update, it crashes whenever the app is running in the background. Switch to another app, come back and the app has to restart. Please fix.",2
com.bodybuilding.rise,Luis Rodriguez,"App keeps crashing I see other recent reviews with the same issue, and the developer says it has been RESOLVED since November 2022, but I am still having the issue of having to log in again after I leave the app open for more that a minute or two (essentially, after I complete a set). Very annoying, I wish I could get a partial reimbursement for the 1 year subscription I paid for, it worked great from September to November, has been constantly crashing since.",1
com.bodybuilding.rise,Jeremy Feiger,Crashes all the time. Very annoying,2
com.bodybuilding.rise,Daniel Zuluaga,Amazing app and content. 120% recommended,5
com.bodybuilding.rise,Vytenis Surdokas,No kkust dumbbell workout,2
com.bodybuilding.rise,Alxz Z,Crashing all the time. starting yo think stoping to pay for it since app has annoying bug and delivery on supplements takes 1 week or more.,2
com.bodybuilding.rise,Giuseppe Zampini,Bodyspace had more detail on the application.,1
com.bodybuilding.rise,Aaron Skinner,Like the APp have been using it for about 2 years. Lately it has been crashing constantly so im not sure whata up with that.,4
com.bodybuilding.rise,John Horner,"I'm on my 4th workout program since I started using this app. I have never seen gains like this before and the app records and keeps track of each exercise, each set, and each rep with ease. Highly recommend!!!",5
com.bodybuilding.rise,Christopher Palacios,"The content is great, I've been using it for years but lately the app is constantly crashing and makes it difficult to follow workouts",3
com.bodybuilding.rise,Kirsty Bennington,Constantly reloads back to main screen if u switch to any apps for even a second. Sometimes evencloses and you lose your progress,1
com.bodybuilding.rise,Amir Mostafa,annoying buggy app crashes after almost every exercise or if you try to open other app. besides not saving your records (sets or weights) specially the super sets.,1
com.bodybuilding.rise,Steven Vilela,Keeps crashing. When you start the timer in between sets and switch to a different app the whole Body App crashes.,1
com.bodybuilding.rise,A Google user,It's a good app. Wish they would update with more workouts. It's also been crashing a lot recently,3
com.bodybuilding.rise,Wildcat “Kyle” Sportsman,Highly recommend this for your own personal goals ! They're are so many fitness plans to choose from !!!!!,5
com.bodybuilding.rise,Kendall Richardson,"App is constantly kicking me out. Have to force stop & clear cache it a lot to log back in. Today I can't even get in to log my workouts or look at what I was suppose to do today. Update: App constantly crashes. If you get out of it while using it to do anything else, you have to restart the app. Luckily they save your progress. Only once has it totally crash and didn't let me finish the workout.",2
com.bodybuilding.rise,Onni Nieminen,The application closes itself if you use the rest timer and new programs are hardly published. Otherwise a good training app. I would give 3 stars if the timer problem didn't occur.,2
com.bodybuilding.rise,Donnovan Myers,Excellent app for home or gym workouts. Many different choices.,5
com.bodybuilding.rise,Patrick Harper,Constantly need to load the workout when putting the phone to sleep.,2
com.bodybuilding.rise,taylor svee,App keeps crashing,1
com.bodybuilding.rise,Amanda Louise,Good fitness regimens. Could be slightly easier to navigate,4
com.bodybuilding.rise,Andre Wright,"No customer service at all. Purchased a full year membership in December (2022). January 2023 it no longer was active. The account shows the order was 'unfilled', but my bank statement and member number welcome email say otherwise. As I purchased via the website I can't do a restore through google play. I have sent out a dozen email requests for help and have never heard back. Very disappointed.... Perhaps they dont work until the end of the month?",1
com.bodybuilding.rise,pavelperson,"Been crashing for last 3 month. Either logs me out, and not permits to log in. Or lately just crashing almost every time, when cellphone screen goes black.",3
com.bodybuilding.rise,Curtis MacDonald,I enjoy the workouts but it seems to crash often.,3
com.bodybuilding.rise,Christy Van Drunen,"I've been using the app for two years without any issues and with the last 3 updates it crashes unless you stay on the timer page. I've sent reports and expected this past update to fix it... nope. Please fix this issue and I'll update my rating. Feel free to contact me, BF.",2
com.bodybuilding.rise,Sarah Kolavage (Pickard),Have been using app for years but recently there have been some prolonged system outages as well as the app crashing during the rest times feature,3
com.bodybuilding.rise,Ryan Zorn,This app was great until the last update. Now it constantly crashes hopefully this gets fixed asap.,2
com.bodybuilding.rise,Josh Herman,App crashes constantly and it doesn't save your weights from the previous workout like it's supposed to.,2
com.bodybuilding.rise,Kat Goddard,CONSTANT crashes.,3
com.bodybuilding.rise,Lisa Webber,Super easy to follow..makes my getting in shape easier,5
com.bodybuilding.rise,Andy Neevel,The app has to reload every time I switch to another app.,1
com.bodybuilding.rise,Kylee Fogarty,I love the great advice and workouts,5
com.bodybuilding.rise,Gaurav Sandil,Amazing platform for exercise schedules,5
com.bodybuilding.rise,collado,"It's a good application, it's very easy to navigate and each exercise has options just in case the proper machine or weights isn't available. I'm not disappointed so far and it's been more than 9 months since i have it. There are some issues like the application logging you out ever so often I guess if it updates, also recently it has a few bugs like taking a long time to open, but nothing major. Whenever I close my phone between sets the application restarts each time I have to imput my sets",3
com.bodybuilding.rise,G TA,The only upgrade I would suggest is to allow for you to go back or ahead without dragging the button. Tapping the screen to go back and forward 10 to 15 seconds would definitely be a great enhancement .,5
com.bodybuilding.rise,Jonathan Merry,"First wkout app I tried. Best decision I made. I'm crushing my goals and staying fit, both physically and mentally.",5
com.bodybuilding.rise,Brandon Connors,Was a great workout app until the new updates several weeks ago.... crashes every time you switch to another app. Very frustrating. Please fix because this app is great!,3
com.bodybuilding.rise,Paxton Nicholson,"App keeps crashing, and there hasn't been any new content.",2
com.bodybuilding.rise,Cory Higdon,"Heat way to track your workouts and fotness progress. Plus, Jim Stoppani has some great workouts on the app. Highly recommend!!!",5
com.bodybuilding.rise,Kennard Cortright,crashes evertime I open it up,1
com.bodybuilding.rise,Ogegal Okeke,Great app for those who want to embark on a strutured trainining routine. Helps me stay organized at the gym with a clear idea of what I want to accomplish in each session. Thank you BodyFit for helping me stay dedicated to my fitness goals.,5
com.bodybuilding.rise,Derek Fennern,The app closes out and loses all saved progress when tracking a workout. The content is good but the app needs some work.,3
com.bodybuilding.rise,Jose Gonzalez,This app has a bug issue.,1
com.bodybuilding.rise,Evan Malamis,"Great functionality overall but sometimes updates cause issues. Right now anything I use another app on my phone, the body fit app closes and cancels any timers.",3
com.bodybuilding.rise,Connor Campbell,App constantly shut down,2
com.bodybuilding.rise,Miguel Ramos,Ap was amazing at first but now it crashes all the time.,5
com.bodybuilding.rise,Timothy Hanks,"Crashes everytime I switch apps Fold 4, great app otherwise",3
com.bodybuilding.rise,Sarthak Jena,Great for workouts,5
com.bodybuilding.rise,Joshua Yancey,Crashes alot sometimes won't let me log in,2
com.bodybuilding.rise,Ticey Albright,"Thank you bodyfit for an 'everything I could need' guide to getting healthy and fit! From recipe videos, meal plan, to workout routines with video guides on how to do the exercises. Huge thumbs up 👍",5
com.bodybuilding.rise,Mike F,"Horrible customer service. App has been crashing for over a week. Uninstalled and reinstalled, cleared cache, updated all and still no help from them. For such a large company they need help for their need help section!",1
com.bodybuilding.rise,Andrew Voda,Closes every time phone screen is off which makes it practically unusable. I've adjusted my phone and battery settings for the app and I still have to reload the app every time I unlock my phone. Immensely annoying and time consuming between sets. Hopefully there is a fix to this otherwise there is not point using the app,1
com.bodybuilding.rise,James Rayford,Great and user friendly,5
com.bodybuilding.rise,jorge velez,"When it works it's a good app. Within the past 2 months or so, I've been logged out and couldn't get back in for a few days on 2 separate occasions due to issue they eventually resolved. Now if I try using the timer I have to leave my phone open with the timer or it closes the app and I have to re-open and restart my routine. I messaged maintenance a few days ago but no response and no fix.",3
com.bodybuilding.rise,Jose Juan Cruz,"The programs are effective, but the app glitches.",3
com.bodybuilding.rise,Timmy2Fingerz,"Got charged immediately for monthly subscription on first day of 7day free trial, after 2 weeks it stopped letting me access workout plan. Can't even sign in to app without re subscribing. Virtual Assistant is no help and can't reach a live agent.",1
com.bodybuilding.rise,Tanner Durham,app keeps crashing,3
com.bodybuilding.rise,Brandon Eastridge,The application constantly shuts down. If the screen turns off it restarts. So everytime I rest I have to reopen the app and find my workout and go back in adding 2-3 minutes each time. Plus 6.99 a month,1
com.bodybuilding.rise,Ian Lane,Been using for b years now and never get bored by regularly changing plans . Easy to see historical data to see Improvements,5
com.bodybuilding.rise,Rebecca Zabel-Brewer,"Easy to use and very motivating with the lift stats at the end. R. Zabel-Brewer, CSCS",5
com.bodybuilding.rise,VP78,"Easy to use and navigate. Plenty of workout plans available for all levels, from beginners to advanced.",5
com.bodybuilding.rise,Joel,"I've been using Bodyfit for years but the 22 December update now causes the app to immediately crash/close as soon as it's moved to the background by the screen timing out or if I need to skip a song. Cleared the cache, uninstalled, and reinstalled but the issue persists.",1
com.bodybuilding.rise,Brandt Lanzet,Love the app but since latest update the timer notifications no longer work and every time my phone screen locks it exits the program and I have to go back into the app and continue the workout instead of it just already being open.,3
com.bodybuilding.rise,Kristin Womack,Really liked the app for the week and a half I was able to use it. Paid for a year membership and after that week and a half it's showing I don't have an active account and I cannot use the app to work out. Customer service is also horrible. I can't get ahold of a single person,1
com.bodybuilding.rise,Ryan Riley,Crashes a lot. Down intermittently.,3
com.bodybuilding.rise,David Claros,The best gym app!,5
com.bodybuilding.rise,Yovanni A,"Solid app when working but as of lately the app keeps crashing every time my screen turns off, it's getting annoying having to open the app back up each time I'm done with a set.",2
com.bodybuilding.rise,Rigz Rebel,Ever since lopez toke over the apps has been really buggy,2
com.bodybuilding.rise,Ghian Pieraldie,It is an excellent app when it works. Sometimes I found connecting problems.,4
com.bodybuilding.rise,Sam V,"Great app, useful!!",5
com.bodybuilding.rise,Anthoni Gonzales,The app gives me a great sense of direction and accomplishment 😎,5
com.bodybuilding.rise,grace accardi,Amazing. Love Hannah. Nonr one like her!!. Would like to see skips by sections so u can go back to watch moves instead of wasting time scrolling,5
com.bodybuilding.rise,James massey,"Used to be really smooth but anymore there are too many tech issues from outages to now when you change apps it won't save your spot when tracking your workout. All of this while prices of supps are going up, membership has increased, and customer service is nearly non-existent. Been a member for 5+ years.",3
com.bodybuilding.rise,Benjamin Meek,It's like having a personal trainer in your pocket!!,5
com.bodybuilding.rise,Joshua Anson,"22 Dec update has a bug where if I switch to using a different app (i.e. switch song in Spotify, respond to text message) Bodybuilding completely closes out. To get back to tracking a workout, I have to reopen the app and get back to the workout, which is frustrating because when the app closes it stops the rest time.",1
com.bodybuilding.rise,ALEX Arnold,Great app. Been using these guys for years.,5
com.bodybuilding.rise,Eduardo Ruiz,"Great workouts plans but the app frequently goes down, typically on Saturdays.",3
com.bodybuilding.rise,Liam Haislip,Good app started crashing alot lately,4
com.bodybuilding.rise,Fat To Beast,I have lost 180lbs because of this app and workout plans thank you !,5
com.bodybuilding.rise,Romola Nkukwane,Does everything I need it to do. Full body always...no stress on my joints😘,5
com.bodybuilding.rise,Jimmy Cricket,"Great app. Tracks all workouts well and attempts to pick your optimal training weight on exercises that you have historical data. I like that you can retrieve previous workout information, such as the weight and perceived effort.",5
com.bodybuilding.rise,Jacob Villar,Awesome app,5
com.bodybuilding.rise,Cecil Vaughn,App sometimes act crazy,3
com.bodybuilding.rise,Marisol Santana,"Awesome, great if you don't have a good idea of how to plan a workout session.",5
com.bodybuilding.rise,Sven Winter,Cool 😎,4
com.bodybuilding.rise,Nurul Khan,Arnold blueprint,5
com.bodybuilding.rise,Sarah Crocker,It took me a little bit to find the program for me but when I did it was easy to stick to. Im on my 4th round of a 12 week program!,5
com.bodybuilding.rise,Ricky Faulkner,Crashes every time I enter reps/weight.,1
com.bodybuilding.rise,Steve Smith,Awesome app,5
